Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureTreeSize,measureNumLeaves,measureNumRules
A,10,6,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,90,1,0,98.9010989,1.098901099,0,0.978389931,0.007571396,0.085607845,2.237475912,20.84001799,110.5866366,26.40947887,84.17715775,1.215237765,0.290214054,0.925023711,108.2515524,1.189577499,97.88845713,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.989010989,9.16E-04,0.999084249,0.010989011,0.990384615,0.989010989,0.989269554,0.986923339,0.99913859,0.992242282,0.97124183,0.989010989,0,0,0,0,0,0,68528,183750,52344,98.9010989,33.33333333,?,?,?,?
A,10,7,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,89,2,0,97.8021978,2.197802198,0,0.957297044,0.014550674,0.119011983,4.299970896,28.9717826,110.5866366,11.86618803,98.72044858,1.215237765,0.130397671,1.084840094,106.2125583,1.16717097,96.04465921,0.982758621,57,0,0,1,33,0.017241379,1,1,0.982758621,0.991304348,0.976654471,1,1,0.978021978,0.001831502,0.998168498,0.021978022,0.982905983,0.978021978,0.979240091,0.967545702,0.999700117,0.998219373,0.948898835,0.978021978,0,0,0,0,0,0,68528,183750,52344,97.8021978,33.33333333,?,?,?,?
A,10,8,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,90,1,0,98.9010989,1.098901099,0,0.978389931,0.005136051,0.050352071,1.517790248,12.2574989,110.5866366,1.434805818,109.1518308,1.215237765,0.015767097,1.199470668,109.1518308,1.199470668,98.70255045,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.989010989,9.16E-04,0.999084249,0.010989011,0.990384615,0.989010989,0.989269554,0.986923339,1,1,0.97124183,0.989010989,0,0,0,0,0,0,68528,183750,52344,100,34.06593407,?,?,?,?
A,10,9,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,818,90,89,1,0,98.88888889,1.111111111,0,0.978086194,0.007507141,0.086067547,2.212379945,20.88701528,109.9297827,34.0583307,75.87145202,1.22144203,0.378425897,0.843016134,106.1120099,1.179022332,96.52708053,1,57,0,0,1,33,0,0,1,1,1,1,1,1,0.988888889,0.004513889,0.995486111,0.011111111,0.989300412,0.988888889,0.98856636,0.986176806,0.99293842,0.981198975,0.968069666,0.988888889,0,0,0,0,0,0,68528,183931,52163,98.88888889,33.33333333,?,?,?,?
A,10,10,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,818,90,87,3,0,96.66666667,3.333333333,0,0.933250927,0.020692572,0.138691595,6.098171099,33.65790666,109.9297827,1106.824992,-996.8952091,1.22144203,12.29805547,-11.07661343,101.6780159,1.129755732,92.49360217,1,57,0.060606061,2,0.939393939,31,0,0,0.966101695,1,0.982758621,0.952654227,0.977937267,0.972717987,0.966666667,0.03932092,0.96067908,0.033333333,0.96556811,0.966666667,0.965467254,0.943081509,0.973418168,0.953294584,0.910793849,0.966666667,0,0,0,0,0,0,68528,183931,52163,97.77777778,33.7037037,?,?,?,?
B,1,1,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,90,1,0,98.9010989,1.098901099,0,0.978024632,0.007787842,0.085732596,2.301439192,20.8703869,110.5866366,26.45452054,84.13211608,1.215237765,0.290709017,0.924528748,106.696506,1.172489077,96.48227784,1,58,0.03030303,1,0.96969697,32,0,0,0.983050847,1,0.991452991,0.976351078,0.998432602,0.999108028,0.989010989,0.019314019,0.980685981,0.010989011,0.989197243,0.989010989,0.988635296,0.978800752,0.996515389,0.991401059,0.971509972,0.989010989,0,0,0,0,0,0,21195,145269,25479,98.9010989,33.6996337,?,?,?,?
B,1,2,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,91,0,0,100,0,0,1,0.003176856,0.036989054,0.938814889,9.004461604,110.5866366,0.81857417,109.7680624,1.215237765,0.008995321,1.206242444,109.7680624,1.206242444,99.25978925,1,58,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,21195,145269,25479,100,33.6996337,?,?,?,?
B,1,3,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,90,1,0,98.9010989,1.098901099,0,0.978024632,0.010184457,0.090918469,3.009679795,22.13281424,110.5866366,1074.685853,-964.0992162,1.215237765,11.80973465,-10.59449688,106.104066,1.165978747,95.9465531,1,58,0.03030303,1,0.96969697,32,0,0,0.983050847,1,0.991452991,0.976351078,0.975182863,0.966776966,0.989010989,0.019314019,0.980685981,0.010989011,0.989197243,0.989010989,0.988635296,0.978800752,0.973193473,0.968681177,0.971509972,0.989010989,0,0,0,0,0,0,21195,145269,25479,98.9010989,33.6996337,?,?,?,?
B,1,4,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,88,3,0,96.7032967,3.296703297,0,0.936229853,0.021886022,0.14473909,6.467690378,35.23468269,110.5866366,62.12582259,48.46081403,1.215237765,0.682701347,0.532536418,103.9264512,1.142048914,93.97740482,0.982758621,57,0,0,1,33,0.017241379,1,1,0.982758621,0.991304348,0.976654471,1,1,0.967032967,0.002747253,0.997252747,0.032967033,0.976923077,0.967032967,0.969454484,0.956059096,0.997415771,0.975838712,0.924944587,0.967032967,0,0,0,0,0,0,21195,145269,25479,97.8021978,33.6996337,?,?,?,?
B,1,5,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,84,7,0,92.30769231,7.692307692,0,0.85120299,0.050034986,0.220141469,14.78618647,53.59032461,110.5866366,162.9636608,-52.37702416,1.215237765,1.790809459,-0.575571694,92.19321513,1.013112254,83.36741035,0.965517241,56,0.03030303,1,0.96969697,32,0.034482759,2,0.98245614,0.965517241,0.973913043,0.929405371,0.992685475,0.99629356,0.923076923,0.028288378,0.971711622,0.076923077,0.938451899,0.923076923,0.928841798,0.889886257,0.990638482,0.963085062,0.827382779,0.923076923,0,0,0,0,0,0,21195,145269,25479,93.40659341,33.6996337,?,?,?,?
B,1,6,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,89,2,0,97.8021978,2.197802198,0,0.956912879,0.019590627,0.127825224,5.789362455,31.11724132,110.5866366,71.6399393,38.94669732,1.215237765,0.78725208,0.427985685,103.4909439,1.13726312,93.58358939,0.982758621,57,0,0,1,33,0.017241379,1,1,0.982758621,0.991304348,0.976654471,0.996865204,0.998383621,0.978021978,0.005311355,0.994688645,0.021978022,0.978428978,0.978021978,0.97807787,0.965709668,0.991018139,0.964012602,0.943193093,0.978021978,0,0,0,0,0,0,21195,145269,25479,97.8021978,34.06593407,?,?,?,?
B,1,7,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,91,0,0,100,0,0,1,7.21E-04,0.005115233,0.212929984,1.245231171,110.5866366,0.14454578,110.4420908,1.215237765,0.001588415,1.21364935,110.4420908,1.21364935,99.86929182,1,58,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,21195,145269,25479,100,33.33333333,?,?,?,?
B,1,8,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,91,0,0,100,0,0,1,5.27E-04,0.00553507,0.154796073,1.33736023,111.7337764,0.106997803,111.6267786,1.227843697,0.0011758,1.226667897,111.6267786,1.226667897,99.90423862,1,57,0,0,1,34,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,21195,145269,25479,100,33.6996337,?,?,?,?
B,1,9,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,818,90,90,0,0,100,0,0,1,1.33E-04,8.76E-04,0.039058946,0.212674652,109.9297827,0.025888499,109.9038942,1.22144203,2.88E-04,1.22115438,109.9038942,1.22115438,99.97644997,1,57,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,21195,145434,25314,100,33.33333333,?,?,?,?
B,1,10,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,818,90,88,2,0,97.77777778,2.222222222,0,0.956574186,0.014911921,0.121706912,4.394593779,29.53603558,109.9297827,196.630785,-86.70100229,1.22144203,2.1847865,-0.96334447,105.5147407,1.172386008,95.98376169,0.98245614,56,0.03030303,1,0.96969697,32,0.01754386,1,0.98245614,0.98245614,0.98245614,0.95215311,0.996810207,0.998329156,0.977777778,0.020129001,0.979870999,0.022222222,0.979166667,0.977777778,0.978039216,0.956436492,0.995321247,0.990410053,0.965393877,0.977777778,0,0,0,0,0,0,21195,145434,25314,97.77777778,33.33333333,?,?,?,?
B,2,1,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,89,2,0,97.8021978,2.197802198,0,0.957426901,0.015078174,0.120544142,4.455855928,29.34476509,110.5866366,54.38077331,56.2058633,1.215237765,0.597590916,0.617646849,106.2845157,1.167961711,96.10972802,0.965517241,56,0,0,1,33,0.034482759,2,1,0.965517241,0.98245614,0.954119923,0.998955068,0.999425287,0.978021978,0.005311355,0.994688645,0.021978022,0.979802605,0.978021978,0.978299159,0.957854038,0.997005376,0.991228266,0.965640516,0.978021978,0,0,0,0,0,0,21195,145269,25479,97.8021978,33.6996337,?,?,?,?
B,2,2,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,87,4,0,95.6043956,4.395604396,0,0.909878683,0.030659361,0.171629545,9.060360916,41.78078327,110.5866366,1133.788286,-1023.201649,1.215237765,12.45921193,-11.24397417,96.62628778,1.061827338,87.37609781,1,58,0.090909091,3,0.909090909,30,0,0,0.950819672,1,0.974789916,0.929721206,0.97492163,0.970154329,0.956043956,0.062337662,0.937662338,0.043956044,0.957665286,0.956043956,0.951964002,0.920036257,0.970442744,0.95708754,0.887867035,0.956043956,0,0,0,0,0,0,21195,145269,25479,95.6043956,33.6996337,?,?,?,?
B,2,3,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,87,4,0,95.6043956,4.395604396,0,0.915348837,0.029326382,0.171170963,8.666442964,41.6691481,110.5866366,133.8405325,-23.25389584,1.215237765,1.470775082,-0.255537317,101.6149814,1.116648148,91.88721579,0.982758621,57,0,0,1,33,0.017241379,1,1,0.982758621,0.991304348,0.976654471,0.995820272,0.997910136,0.956043956,0.003663004,0.996336996,0.043956044,0.972027972,0.956043956,0.959870988,0.945098666,0.994582707,0.97406715,0.902619212,0.956043956,0,0,0,0,0,0,21195,145269,25479,95.6043956,33.33333333,?,?,?,?
B,2,4,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,88,3,0,96.7032967,3.296703297,0,0.935169793,0.022185404,0.144411536,6.556163019,35.15494431,110.5866366,54.89726207,55.68937454,1.215237765,0.603266616,0.611971149,102.1743186,1.12279471,92.39300673,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.967032967,0.006227106,0.993772894,0.032967033,0.969340659,0.967032967,0.967808662,0.960150592,0.992563298,0.971983801,0.91372549,0.967032967,0,0,0,0,0,0,21195,145269,25479,97.8021978,34.06593407,?,?,?,?
B,2,5,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,91,0,0,100,0,0,1,0.001016029,0.010885522,0.300253779,2.649926186,110.5866366,0.212842999,110.3737936,1.215237765,0.002338934,1.212898831,110.3737936,1.212898831,99.8075328,1,58,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,21195,145269,25479,100,33.6996337,?,?,?,?
B,2,6,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,91,0,0,100,0,0,1,1.43E-04,8.89E-04,0.042295117,0.216462691,110.5866366,0.028263064,110.5583736,1.215237765,3.11E-04,1.214927182,110.5583736,1.214927182,99.9744426,1,58,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,21195,145269,25479,100,33.33333333,?,?,?,?
B,2,7,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,89,2,0,97.8021978,2.197802198,0,0.956583969,0.016054992,0.11411292,4.744522171,27.77917515,110.5866366,65.47242517,45.11421144,1.215237765,0.7194772,0.495760565,105.5294971,1.159664804,95.42698861,0.982758621,57,0.03030303,1,0.96969697,32,0.017241379,1,0.982758621,0.982758621,0.982758621,0.95245559,0.996865204,0.998383621,0.978021978,0.02022977,0.97977023,0.021978022,0.978021978,0.978021978,0.978021978,0.957792208,0.996955426,0.979023853,0.946633826,0.978021978,0,0,0,0,0,0,21195,145269,25479,98.9010989,34.06593407,?,?,?,?
B,2,8,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,90,1,0,98.9010989,1.098901099,0,0.97870847,0.00881381,0.086932602,2.587279658,21.00428878,111.7337764,9.535638153,102.1981383,1.227843697,0.104787232,1.123056465,109.1217947,1.199140601,97.66231676,1,57,0,0,1,34,0,0,1,1,1,1,1,1,0.989010989,9.16E-04,0.999084249,0.010989011,0.990384615,0.989010989,0.989273619,0.986807592,0.999092425,0.994126112,0.97148847,0.989010989,0,0,0,0,0,0,21195,145269,25479,98.9010989,33.6996337,?,?,?,?
B,2,9,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,818,90,89,1,0,98.88888889,1.111111111,0,0.978448276,0.010082291,0.090990792,2.971285405,22.08179658,109.9297827,51.16046652,58.7693162,1.22144203,0.568449628,0.652992402,107.1874979,1.190972199,97.50542141,0.98245614,56,0,0,1,33,0.01754386,1,1,0.98245614,0.991150442,0.976504158,0.996810207,0.998329156,0.988888889,9.37E-04,0.999062918,0.011111111,0.990277778,0.988888889,0.989210095,0.979656364,0.997845929,0.99755291,0.974827925,0.988888889,0,0,0,0,0,0,21195,145434,25314,98.88888889,33.7037037,?,?,?,?
B,2,10,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,818,90,89,1,0,98.88888889,1.111111111,0,0.978021978,0.00750069,0.086069183,2.210478781,20.88741228,109.9297827,138.798834,-28.86905122,1.22144203,1.542209266,-0.320767236,107.6240136,1.195822373,97.90250734,1,57,0.03030303,1,0.96969697,32,0,0,0.982758621,1,0.991304348,0.97620595,0.999468368,0.99969752,0.988888889,0.019191919,0.980808081,0.011111111,0.98908046,0.988888889,0.988828266,0.977132894,0.997579966,0.996299657,0.990565502,0.988888889,0,0,0,0,0,0,21195,145434,25314,98.88888889,33.33333333,?,?,?,?
B,3,1,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,88,3,0,96.7032967,3.296703297,0,0.936570632,0.021821014,0.14679836,6.40552332,35.4688008,111.7337764,39.80706531,71.92671113,1.227843697,0.437440278,0.790403419,103.5685479,1.138115911,92.6922469,0.98245614,56,0,0,1,34,0.01754386,1,1,0.98245614,0.991150442,0.976926796,1,1,0.967032967,0.006467491,0.993532509,0.032967033,0.96978022,0.967032967,0.968083244,0.953322073,0.998438318,0.983529014,0.918037802,0.967032967,0,0,0,0,0,0,21195,145269,25479,96.7032967,33.33333333,?,?,?,?
B,3,2,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,89,2,0,97.8021978,2.197802198,0,0.95625,0.012694355,0.097763406,3.751397041,23.79911742,110.5866366,30.29771157,80.28892505,1.215237765,0.332941885,0.88229588,106.908285,1.174816319,96.67378293,1,58,0.03030303,1,0.96969697,32,0,0,0.983050847,1,0.991452991,0.976351078,1,1,0.978021978,0.02022977,0.97977023,0.021978022,0.978208232,0.978021978,0.977961204,0.96534335,0.998669645,0.988814757,0.942996002,0.978021978,0,0,0,0,0,0,21195,145269,25479,98.9010989,34.06593407,?,?,?,?
B,3,3,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,89,2,0,97.8021978,2.197802198,0,0.957297044,0.014155201,0.114658317,4.183101942,27.91194441,110.5866366,57.61144523,52.97519139,1.215237765,0.633092805,0.58214496,106.2989374,1.168120191,96.12276911,0.982758621,57,0,0,1,33,0.017241379,1,1,0.982758621,0.991304348,0.976654471,0.996865204,0.998383621,0.978021978,0.001831502,0.998168498,0.021978022,0.982905983,0.978021978,0.979240091,0.967545702,0.997871176,0.997596154,0.948898835,0.978021978,0,0,0,0,0,0,21195,145269,25479,98.9010989,33.6996337,?,?,?,?
B,3,4,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,89,2,0,97.8021978,2.197802198,0,0.95625,0.013011435,0.10715269,3.845099719,26.08480573,110.5866366,20.92004926,89.66658736,1.215237765,0.229890651,0.985347114,106.2496104,1.167578136,96.0781643,1,58,0.03030303,1,0.96969697,32,0,0,0.983050847,1,0.991452991,0.976351078,1,1,0.978021978,0.02022977,0.97977023,0.021978022,0.978208232,0.978021978,0.977961204,0.96534335,0.998969529,0.991890417,0.942996002,0.978021978,0,0,0,0,0,0,21195,145269,25479,98.9010989,33.6996337,?,?,?,?
B,3,5,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,89,2,0,97.8021978,2.197802198,0,0.956583969,0.014691544,0.121041782,4.341600408,29.46590856,110.5866366,48.10799292,62.4786437,1.215237765,0.528659263,0.686578502,104.4956356,1.148303688,94.49210034,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.978021978,0.005311355,0.994688645,0.021978022,0.978021978,0.978021978,0.978021978,0.972710623,0.992078251,0.974698906,0.93956044,0.978021978,0,0,0,0,0,0,21195,145269,25479,97.8021978,33.33333333,?,?,?,?
B,3,6,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,89,2,0,97.8021978,2.197802198,0,0.95625,0.015426133,0.109692537,4.558683906,26.70309551,110.5866366,1076.476289,-965.8896519,1.215237765,11.82940976,-10.614172,104.3136303,1.14630363,94.32751869,1,58,0.03030303,1,0.96969697,32,0,0,0.983050847,1,0.991452991,0.976351078,0.976489028,0.970091208,0.978021978,0.02022977,0.97977023,0.021978022,0.978208232,0.978021978,0.977961204,0.96534335,0.974025974,0.970793551,0.942996002,0.978021978,0,0,0,0,0,0,21195,145269,25479,98.9010989,34.06593407,?,?,?,?
B,3,7,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,88,3,0,96.7032967,3.296703297,0,0.935169793,0.022634535,0.148020155,6.688888895,36.03341148,110.5866366,101.4073295,9.179307071,1.215237765,1.114366259,0.100871506,102.2594447,1.123730161,92.46998355,0.982758621,57,0.03030303,1,0.96969697,32,0.017241379,1,0.982758621,0.982758621,0.982758621,0.95245559,0.995297806,0.997543491,0.967032967,0.021145521,0.978854479,0.032967033,0.96978022,0.967032967,0.968024133,0.945417541,0.994517387,0.973787531,0.921050259,0.967032967,0,0,0,0,0,0,21195,145269,25479,96.7032967,33.6996337,?,?,?,?
B,3,8,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,89,2,0,97.8021978,2.197802198,0,0.956779862,0.014731452,0.121043968,4.353393855,29.46644061,110.5866366,194.6221724,-84.03553582,1.215237765,2.138705192,-0.923467427,106.1766817,1.166776722,96.01221717,0.982758621,57,0.03030303,1,0.96969697,32,0.017241379,1,0.982758621,0.982758621,0.982758621,0.95245559,0.995820272,0.997845971,0.978021978,0.02022977,0.97977023,0.021978022,0.979395604,0.978021978,0.978280543,0.956620308,0.994560568,0.976482548,0.965494704,0.978021978,0,0,0,0,0,0,21195,145269,25479,97.8021978,33.33333333,?,?,?,?
B,3,9,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,818,90,88,2,0,97.77777778,2.222222222,0,0.957091776,0.014932277,0.121088315,4.400592597,29.38591334,109.9297827,59.2714077,50.65837502,1.22144203,0.658571197,0.562870834,105.5108217,1.172342464,95.98019675,0.98245614,56,0,0,1,33,0.01754386,1,1,0.98245614,0.991150442,0.976504158,0.998936736,0.999405293,0.977777778,0.001874163,0.998125837,0.022222222,0.982716049,0.977777778,0.97900857,0.967306066,0.998791124,0.992573088,0.948847533,0.977777778,0,0,0,0,0,0,21195,145434,25314,97.77777778,33.33333333,?,?,?,?
B,3,10,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,818,90,90,0,0,100,0,0,1,5.72E-04,0.006371118,0.168625601,1.546153408,109.9297827,0.115600721,109.814182,1.22144203,0.001284452,1.220157578,109.814182,1.220157578,99.89484131,1,57,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,21195,145434,25314,100,33.7037037,?,?,?,?
B,4,1,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,88,3,0,96.7032967,3.296703297,0,0.935658732,0.022188232,0.148224275,6.556998756,36.0831017,110.5866366,85.49883495,25.08780166,1.215237765,0.939547637,0.275690128,102.3537277,1.124766238,92.55524067,0.982758621,57,0,0,1,33,0.017241379,1,1,0.982758621,0.991304348,0.976654471,0.996865204,0.998383621,0.967032967,0.006227106,0.993772894,0.032967033,0.96978022,0.967032967,0.96808409,0.953135336,0.996186597,0.975401449,0.91761427,0.967032967,0,0,0,0,0,0,21195,145269,25479,96.7032967,33.33333333,?,?,?,?
B,4,2,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,90,1,0,98.9010989,1.098901099,0,0.978552911,0.010532716,0.093104862,3.112596182,22.66506088,110.5866366,69.50830793,41.07832868,1.215237765,0.76382756,0.451410205,107.6588632,1.183064431,97.35250709,0.982758621,57,0,0,1,33,0.017241379,1,1,0.982758621,0.991304348,0.976654471,0.995820272,0.997910136,0.989010989,9.16E-04,0.999084249,0.010989011,0.990384615,0.989010989,0.989329511,0.979722719,0.996812711,0.99169521,0.974879227,0.989010989,0,0,0,0,0,0,21195,145269,25479,98.9010989,33.6996337,?,?,?,?
B,4,3,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,89,2,0,97.8021978,2.197802198,0,0.956973995,0.015898429,0.120677226,4.698255331,29.37716247,110.5866366,26.70120756,83.88542905,1.215237765,0.293419863,0.921817902,105.7546014,1.162138477,95.63054333,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.978021978,0.001831502,0.998168498,0.021978022,0.982905983,0.978021978,0.978956044,0.974767203,0.998069879,0.983353503,0.945,0.978021978,0,0.016,0,0.015625,0,15.625,21195,145269,25479,97.8021978,33.6996337,?,?,?,?
B,4,4,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,89,2,0,97.8021978,2.197802198,0,0.956583969,0.014752895,0.120973847,4.35973057,29.44937058,110.5866366,76.49153482,34.0951018,1.215237765,0.840566317,0.374671448,104.6622465,1.150134576,94.64276124,0.982758621,57,0.03030303,1,0.96969697,32,0.017241379,1,0.982758621,0.982758621,0.982758621,0.95245559,0.996865204,0.998287907,0.978021978,0.02022977,0.97977023,0.021978022,0.978021978,0.978021978,0.978021978,0.957792208,0.995516388,0.990878345,0.946633826,0.978021978,0,0,0,0,0,0,21195,145269,25479,97.8021978,33.33333333,?,?,?,?
B,4,5,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,88,3,0,96.7032967,3.296703297,0,0.934673367,0.019029094,0.126374101,5.623419731,30.76398613,110.5866366,1079.154446,-968.5678097,1.215237765,11.85884007,-10.6436023,103.2708169,1.134844141,93.38453545,1,58,0.03030303,1,0.96969697,32,0,0,0.983050847,1,0.991452991,0.976351078,0.978056426,0.973388595,0.967032967,0.021145521,0.978854479,0.032967033,0.969966474,0.967032967,0.967739269,0.952989565,0.974790503,0.970918323,0.917150997,0.967032967,0,0,0,0,0,0,21195,145269,25479,98.9010989,34.43223443,?,?,?,?
B,4,6,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,90,1,0,98.9010989,1.098901099,0,0.978389931,0.009585809,0.089276146,2.832769135,21.73301408,110.5866366,26.27938406,84.30725256,1.215237765,0.28878444,0.926453325,107.775502,1.184346176,97.45797985,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.989010989,9.16E-04,0.999084249,0.010989011,0.990384615,0.989010989,0.989269554,0.986923339,0.998577064,0.979985655,0.97124183,0.989010989,0,0,0,0,0,0,21195,145269,25479,98.9010989,33.6996337,?,?,?,?
B,4,7,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,90,1,0,98.9010989,1.098901099,0,0.978125,0.007333029,0.085586858,2.167034456,20.83490903,110.5866366,141.0299702,-30.44333358,1.215237765,1.549779892,-0.334542127,108.2987609,1.190096274,97.93114634,1,58,0.03030303,1,0.96969697,32,0,0,0.983050847,1,0.991452991,0.976351078,1,1,0.989010989,0.019314019,0.980685981,0.010989011,0.989197243,0.989010989,0.988950215,0.977248112,0.998140321,0.996732997,0.990615049,0.989010989,0,0,0,0,0,0,21195,145269,25479,98.9010989,33.33333333,?,?,?,?
B,4,8,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,89,2,0,97.8021978,2.197802198,0,0.956912879,0.017465658,0.120252258,5.127015649,29.05484355,111.7337764,36.3878384,75.34593805,1.227843697,0.399866356,0.827977341,105.061635,1.154523461,94.02853669,1,57,0.029411765,1,0.970588235,33,0,0,0.982758621,1,0.991304348,0.976654471,1,1,0.978021978,0.019338505,0.980661495,0.021978022,0.978211444,0.978021978,0.977966086,0.965677519,0.998135793,0.977781435,0.943193093,0.978021978,0,0,0,0,0,0,21195,145269,25479,98.9010989,34.43223443,?,?,?,?
