Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureTreeSize,measureNumLeaves,measureNumRules
A,2,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,817,91,91,0,0,100,0,0,1,0.004170261,0.007336211,1.232382904,1.785896792,110.5866366,0.828387809,109.7582488,1.215237765,0.009103163,1.206134602,109.7582488,1.206134602,99.25091509,1,58,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,40003,183750,52344,100,33.33333333,'Number of leaves: 7\nSize of the tree: 13\n',13,7,7
A,2,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,817,91,88,3,0,96.7032967,3.296703297,0,0.934375,0.0212302,0.11975909,6.273883858,29.15365535,110.5866366,1081.556766,-970.9701293,1.215237765,11.88523919,-10.67000142,104.6132597,1.14959626,94.59846403,0.982758621,57,0.060606061,2,0.939393939,31,0.017241379,1,0.966101695,0.982758621,0.974358974,0.928480416,0.99738767,0.997910136,0.967032967,0.03954379,0.96045621,0.032967033,0.967405476,0.967032967,0.967066116,0.934832379,0.986841821,0.97895755,0.937297996,0.967032967,0,0,0,0,0,0,40003,183750,52344,97.8021978,34.06593407,'Number of leaves: 7\nSize of the tree: 13\n',13,7,7
A,2,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,817,91,90,1,0,98.9010989,1.098901099,0,0.978353949,0.008762978,0.057475953,2.572357926,13.88709746,111.7337764,2.355138061,109.3786384,1.227843697,0.025880638,1.201963059,109.3786384,1.201963059,97.8921879,1,57,0.029411765,1,0.970588235,33,0,0,0.982758621,1,0.991304348,0.976654471,1,1,0.989010989,0.018422754,0.981577246,0.010989011,0.989200455,0.989010989,0.988636113,0.979250668,1,1,0.971460424,0.989010989,0.016,0,0.015625,0,15.625,0,40003,183750,52344,100,33.6996337,'Number of leaves: 7\nSize of the tree: 13\n',13,7,7
A,2,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,818,90,87,3,0,96.66666667,3.333333333,0,0.932092555,0.021831157,0.121593299,6.433716031,29.50846381,109.9297827,13.18340287,96.74637986,1.22144203,0.146482254,1.074959776,101.9704257,1.13300473,92.75959905,1,57,0.090909091,3,0.909090909,30,0,0,0.95,1,0.974358974,0.929320377,0.984051037,0.981886734,0.966666667,0.057575758,0.942424242,0.033333333,0.968333333,0.966666667,0.962548563,0.935218347,0.985882926,0.975457829,0.900543901,0.966666667,0,0,0,0,0,0,40003,183931,52163,98.88888889,34.44444444,'Number of leaves: 7\nSize of the tree: 13\n',13,7,7
A,2,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,818,90,88,2,0,97.77777778,2.222222222,0,0.955839058,0.018712601,0.11406037,5.514666933,27.68036017,109.9297827,2148.765284,-2038.835501,1.22144203,23.87516982,-22.65372779,103.0786307,1.145318119,93.7677017,1,57,0.03030303,1,0.96969697,32,0,0,0.982758621,1,0.991304348,0.97620595,1,1,0.977777778,0.023705808,0.976294192,0.022222222,0.977969349,0.977777778,0.977398737,0.963105983,0.977280999,0.971168091,0.958639911,0.977777778,0.015,0,0.015625,0,15.625,0,40003,183931,52163,97.77777778,33.7037037,'Number of leaves: 7\nSize of the tree: 13\n',13,7,7
A,3,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,817,91,87,4,0,95.6043956,4.395604396,0,0.912373616,0.028149658,0.158403685,8.263286668,38.27283058,111.7337764,2158.850783,-2047.117007,1.227843697,23.72363498,-22.49579128,100.01064,1.099018022,89.50797441,1,57,0.058823529,2,0.941176471,32,0,0,0.966101695,1,0.982758621,0.953557646,0.985552116,0.983061101,0.956043956,0.042397247,0.957602753,0.043956044,0.952393369,0.956043956,0.952570418,0.928691973,0.969728516,0.940370523,0.870796083,0.956043956,0.016,0,0.015625,0,15.625,0,41215,183750,52344,96.7032967,33.6996337,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
A,3,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,817,91,89,2,0,97.8021978,2.197802198,0,0.956448911,0.017883063,0.119635623,5.284748106,29.123599,110.5866366,1080.573585,-969.9869484,1.215237765,11.874435,-10.65919723,105.3712046,1.157925325,95.28384966,1,58,0.03030303,1,0.96969697,32,0,0,0.983050847,1,0.991452991,0.976351078,0.984848485,0.983050847,0.978021978,0.02022977,0.97977023,0.021978022,0.979581859,0.978021978,0.97799568,0.964192333,0.983207177,0.969328719,0.961595442,0.978021978,0.017,0,0.015625,0,15.625,0,40003,183750,52344,97.8021978,33.33333333,'Number of leaves: 7\nSize of the tree: 13\n',13,7,7
A,3,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,817,91,90,1,0,98.9010989,1.098901099,0,0.978024632,0.010497641,0.085731708,3.102230955,20.87017088,110.5866366,1074.627264,-964.0406272,1.215237765,11.80909081,-10.59385305,106.162655,1.166622582,95.99953326,1,58,0.03030303,1,0.96969697,32,0,0,0.983050847,1,0.991452991,0.976351078,0.969958203,0.974722385,0.989010989,0.019314019,0.980685981,0.010989011,0.989197243,0.989010989,0.988635296,0.978800752,0.971629561,0.97374529,0.971509972,0.989010989,0,0,0,0,0,0,40407,183750,52344,98.9010989,33.33333333,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
A,3,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,817,91,90,1,0,98.9010989,1.098901099,0,0.978193146,0.009762847,0.062097083,2.885086838,15.11665577,110.5866366,3.09651443,107.4901222,1.215237765,0.034027631,1.181210134,107.4901222,1.181210134,97.19991988,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.989010989,0.004395604,0.995604396,0.010989011,0.989417989,0.989010989,0.988692005,0.986367689,1,1,0.968069666,0.989010989,0.015,0,0.015625,0,15.625,0,39599,183750,52344,100,34.06593407,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
A,3,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,817,91,89,2,0,97.8021978,2.197802198,0,0.956583969,0.017516177,0.118948611,5.176327291,28.95635563,110.5866366,13.31675573,97.26988089,1.215237765,0.146337975,1.06889979,103.9345091,1.142137463,93.98469138,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.978021978,0.005311355,0.994688645,0.021978022,0.978021978,0.978021978,0.978021978,0.972710623,0.995051926,0.96902548,0.93956044,0.978021978,0.015,0,0.015625,0,15.625,0,41215,183750,52344,97.8021978,33.33333333,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
A,3,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,817,91,88,3,0,96.7032967,3.296703297,0,0.934673367,0.024928681,0.147042213,7.366847885,35.79534551,110.5866366,1089.557651,-978.9710141,1.215237765,11.973161,-10.75792323,101.6306807,1.116820667,91.90141214,1,58,0.03030303,1,0.96969697,32,0,0,0.983050847,1,0.991452991,0.976351078,0.984848485,0.983050847,0.967032967,0.021145521,0.978854479,0.032967033,0.969966474,0.967032967,0.967739269,0.952989565,0.973613932,0.952896623,0.917150997,0.967032967,0.016,0,0.015625,0,15.625,0,40003,183750,52344,96.7032967,33.33333333,'Number of leaves: 7\nSize of the tree: 13\n',13,7,7
A,3,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,817,91,88,3,0,96.7032967,3.296703297,0,0.935855263,0.024861799,0.129553627,7.34708303,31.53799657,110.5866366,1082.720493,-972.1338568,1.215237765,11.8980274,-10.68278964,103.6282511,1.13877199,93.70775192,0.965517241,56,0,0,1,33,0.034482759,2,1,0.965517241,0.98245614,0.954119923,0.988244514,0.992105596,0.967032967,0.00970696,0.99029304,0.032967033,0.968602826,0.967032967,0.967247178,0.944191076,0.991684323,0.981467617,0.93418732,0.967032967,0.016,0,0.015625,0,15.625,0,39599,183750,52344,97.8021978,34.43223443,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
A,3,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,817,91,87,4,0,95.6043956,4.395604396,0,0.913559725,0.028447186,0.153691703,8.406625745,37.41406951,110.5866366,3223.898629,-3113.311992,1.215237765,35.42745746,-34.2122197,102.0072488,1.120958778,92.24193078,0.982758621,57,0.03030303,1,0.96969697,32,0.017241379,1,0.982758621,0.982758621,0.982758621,0.95245559,0.990856844,0.993747632,0.956043956,0.025541126,0.974458874,0.043956044,0.958351648,0.956043956,0.956819651,0.929847562,0.978924738,0.957905782,0.907978364,0.956043956,0.015,0,0.015625,0,15.625,0,41215,183750,52344,96.7032967,34.06593407,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
A,3,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,818,90,90,0,0,100,0,0,1,0.003302844,0.005166999,0.973359343,1.253935832,109.9297827,0.646196837,109.2835859,1.22144203,0.007179965,1.214262065,109.2835859,1.214262065,99.4121731,1,57,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,40407,183931,52163,100,33.33333333,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
A,3,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,818,90,89,1,0,98.88888889,1.111111111,0,0.978448276,0.010679415,0.085496318,3.147259788,20.74838837,109.9297827,1074.640086,-964.7103028,1.22144203,11.9404454,-10.71900336,107.1811786,1.190901984,97.49967291,0.98245614,56,0,0,1,33,0.01754386,1,1,0.98245614,0.991150442,0.976504158,0.99122807,0.993567251,0.988888889,9.37E-04,0.999062918,0.011111111,0.990277778,0.988888889,0.989210095,0.979656364,0.993975904,0.986203704,0.974827925,0.988888889,0.007,0,0,0,0,0,40003,183931,52163,98.88888889,33.33333333,'Number of leaves: 7\nSize of the tree: 13\n',13,7,7
A,4,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,817,91,88,3,0,96.7032967,3.296703297,0,0.935658732,0.024607688,0.144895251,7.271988915,35.27269795,110.5866366,1085.415119,-974.8284819,1.215237765,11.92763867,-10.7124009,101.8674723,1.119422773,92.11553534,0.982758621,57,0,0,1,33,0.017241379,1,1,0.982758621,0.991304348,0.976654471,0.998171369,0.998143236,0.967032967,0.006227106,0.993772894,0.032967033,0.96978022,0.967032967,0.96808409,0.953135336,0.98588719,0.959037343,0.91761427,0.967032967,0.009,0,0.015625,0,15.625,0,41215,183750,52344,96.7032967,33.33333333,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
A,4,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,817,91,90,1,0,98.9010989,1.098901099,0,0.978193146,0.011228049,0.085863445,3.318078706,20.90224028,110.5866366,1074.774586,-964.1879497,1.215237765,11.81070974,-10.59547197,106.0153325,1.165003654,95.86631419,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.989010989,0.004395604,0.995604396,0.010989011,0.989417989,0.989010989,0.988692005,0.986367689,0.988513867,0.979274287,0.968069666,0.989010989,0.016,0,0.015625,0,15.625,0,40003,183750,52344,98.9010989,33.33333333,'Number of leaves: 7\nSize of the tree: 13\n',13,7,7
A,4,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,817,91,91,0,0,100,0,0,1,0.004170261,0.007336211,1.232382904,1.785896792,110.5866366,0.828387809,109.7582488,1.215237765,0.009103163,1.206134602,109.7582488,1.206134602,99.25091509,1,58,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,40003,183750,52344,100,33.33333333,'Number of leaves: 7\nSize of the tree: 13\n',13,7,7
A,4,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,817,91,91,0,0,100,0,0,1,0.003171634,0.004890654,0.937271614,1.190560429,110.5866366,0.627263843,109.9593728,1.215237765,0.006893009,1.208344756,109.9593728,1.208344756,99.43278513,1,58,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,40407,183750,52344,100,33.33333333,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
A,4,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,817,91,89,2,0,97.8021978,2.197802198,0,0.95625,0.017722773,0.121036334,5.237379681,29.46458229,110.5866366,1083.626913,-973.0402768,1.215237765,11.90798806,-10.69275029,103.8933265,1.141684907,93.94745126,1,58,0.03030303,1,0.96969697,32,0,0,0.983050847,1,0.991452991,0.976351078,0.984848485,0.983050847,0.978021978,0.02022977,0.97977023,0.021978022,0.978208232,0.978021978,0.977961204,0.96534335,0.974644403,0.962105288,0.942996002,0.978021978,0,0,0,0,0,0,40003,183750,52344,97.8021978,33.33333333,'Number of leaves: 7\nSize of the tree: 13\n',13,7,7
A,4,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,817,91,89,2,0,97.8021978,2.197802198,0,0.957297044,0.017065786,0.121090324,5.043228985,29.47772534,110.5866366,2148.476718,-2037.890081,1.215237765,23.60963426,-22.3943965,105.7156524,1.161710466,95.59532291,0.982758621,57,0,0,1,33,0.017241379,1,1,0.982758621,0.991304348,0.976654471,0.99137931,0.993747632,0.978021978,0.001831502,0.998168498,0.021978022,0.982905983,0.978021978,0.979240091,0.967545702,0.983276979,0.971071663,0.948898835,0.978021978,0,0,0,0,0,0,40003,183750,52344,97.8021978,33.33333333,'Number of leaves: 7\nSize of the tree: 13\n',13,7,7
A,4,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,817,91,88,3,0,96.7032967,3.296703297,0,0.935658732,0.023549886,0.148299276,6.959390372,36.10135964,110.5866366,3222.311002,-3111.724365,1.215237765,35.41001101,-34.19477324,102.0846508,1.121809349,92.31192294,0.982758621,57,0,0,1,33,0.017241379,1,1,0.982758621,0.991304348,0.976654471,0.99137931,0.993747632,0.967032967,0.006227106,0.993772894,0.032967033,0.96978022,0.967032967,0.96808409,0.953135336,0.975382401,0.950972105,0.91761427,0.967032967,0.015,0,0.015625,0,15.625,0,41215,183750,52344,96.7032967,33.33333333,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
A,4,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,817,91,88,3,0,96.7032967,3.296703297,0,0.934280212,0.02088409,0.119996314,6.130490996,28.9930034,111.7337764,1078.465481,-966.7317044,1.227843697,11.85126902,-10.62342532,104.9781451,1.15360599,93.95381457,1,57,0.058823529,2,0.941176471,32,0,0,0.966101695,1,0.982758621,0.953557646,0.985294118,0.982758621,0.967032967,0.041481496,0.958518504,0.032967033,0.967777985,0.967032967,0.965390931,0.942613124,0.984779008,0.98147192,0.926351639,0.967032967,0,0,0,0,0,0,39599,183750,52344,98.9010989,34.43223443,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
A,4,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,818,90,89,1,0,98.88888889,1.111111111,0,0.977919529,0.010480504,0.086053143,3.088640092,20.88351982,109.9297827,9.623492856,100.3062899,1.22144203,0.106927698,1.114514332,105.5275586,1.172528429,95.99542183,1,57,0.03030303,1,0.96969697,32,0,0,0.982758621,1,0.991304348,0.97620595,0.984848485,0.982758621,0.988888889,0.019191919,0.980808081,0.011111111,0.98908046,0.988888889,0.988509848,0.978730983,0.986588779,0.979184626,0.971460424,0.988888889,0.016,0,0.015625,0,15.625,0,40003,183931,52163,98.88888889,33.33333333,'Number of leaves: 7\nSize of the tree: 13\n',13,7,7
A,4,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,818,90,90,0,0,100,0,0,1,0.003302844,0.005166999,0.973359343,1.253935832,109.9297827,0.646196837,109.2835859,1.22144203,0.007179965,1.214262065,109.2835859,1.214262065,99.4121731,1,57,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,40407,183931,52163,100,33.33333333,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
A,5,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,817,91,91,0,0,100,0,0,1,0.004170261,0.007336211,1.232382904,1.785896792,110.5866366,0.828387809,109.7582488,1.215237765,0.009103163,1.206134602,109.7582488,1.206134602,99.25091509,1,58,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.003,0,0,0,0,0,40003,183750,52344,100,33.33333333,'Number of leaves: 7\nSize of the tree: 13\n',13,7,7
A,5,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,817,91,89,2,0,97.8021978,2.197802198,0,0.95625,0.017014191,0.120442933,5.027981974,29.32012725,110.5866366,1083.483833,-972.8971963,1.215237765,11.90641575,-10.69117798,104.036407,1.14325722,94.07683439,1,58,0.03030303,1,0.96969697,32,0,0,0.983050847,1,0.991452991,0.976351078,0.984848485,0.983050847,0.978021978,0.02022977,0.97977023,0.021978022,0.978208232,0.978021978,0.977961204,0.96534335,0.975544053,0.962105288,0.942996002,0.978021978,0.016,0,0.015625,0,15.625,0,40003,183750,52344,97.8021978,33.33333333,'Number of leaves: 7\nSize of the tree: 13\n',13,7,7
A,5,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,817,91,88,3,0,96.7032967,3.296703297,0,0.936140351,0.023982934,0.145930759,7.087363653,35.52477764,110.5866366,1086.261763,-975.6751265,1.215237765,11.93694245,-10.72170469,102.1748846,1.12280093,92.39351853,0.965517241,56,0,0,1,33,0.034482759,2,1,0.965517241,0.98245614,0.954119923,0.996865204,0.996767241,0.967032967,0.006227106,0.993772894,0.032967033,0.97018722,0.967032967,0.968042748,0.94665127,0.985796347,0.960730331,0.921196072,0.967032967,0,0,0,0,0,0,40407,183750,52344,96.7032967,33.33333333,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
A,5,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,817,91,88,3,0,96.7032967,3.296703297,0,0.934375,0.021893325,0.133329025,6.469848499,32.45706378,110.5866366,2150.051054,-2039.464417,1.215237765,23.62693466,-22.41169689,104.1413167,1.144410073,94.1717009,0.982758621,57,0.060606061,2,0.939393939,31,0.017241379,1,0.966101695,0.982758621,0.974358974,0.928480416,0.975966562,0.976803518,0.967032967,0.03954379,0.96045621,0.032967033,0.967405476,0.967032967,0.967066116,0.934832379,0.978072477,0.966573357,0.937297996,0.967032967,0,0,0,0,0,0,40003,183750,52344,97.8021978,33.6996337,'Number of leaves: 7\nSize of the tree: 13\n',13,7,7
A,5,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,817,91,90,1,0,98.9010989,1.098901099,0,0.978389931,0.011496269,0.085905921,3.397342245,20.91258056,110.5866366,1074.828388,-964.2417512,1.215237765,11.81130096,-10.5960632,107.4717562,1.18100831,97.18331211,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.989010989,9.16E-04,0.999084249,0.010989011,0.990384615,0.989010989,0.989269554,0.986923339,0.988095238,0.982535322,0.97124183,0.989010989,0,0,0,0,0,0,40003,183750,52344,98.9010989,33.33333333,'Number of leaves: 7\nSize of the tree: 13\n',13,7,7
A,5,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,817,91,88,3,0,96.7032967,3.296703297,0,0.932725481,0.024666194,0.148859648,7.289278426,36.23777427,110.5866366,3222.550411,-3111.963775,1.215237765,35.41264188,-34.19740412,100.1562971,1.100618649,90.56817366,1,58,0.090909091,3,0.909090909,30,0,0,0.950819672,1,0.974789916,0.929721206,0.954545455,0.950819672,0.967032967,0.057942058,0.942057942,0.032967033,0.968654297,0.967032967,0.965509281,0.934856364,0.953991979,0.940517598,0.929505135,0.967032967,0,0,0,0,0,0,40407,183750,52344,96.7032967,33.6996337,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
A,5,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,817,91,89,2,0,97.8021978,2.197802198,0,0.955706985,0.01545549,0.095510894,4.567359146,23.25077532,110.5866366,1076.24182,-965.6551833,1.215237765,11.82683319,-10.61159542,104.5480989,1.148880208,94.53954124,1,58,0.060606061,2,0.939393939,31,0,0,0.966666667,1,0.983050847,0.952932741,1,1,0.978021978,0.038628039,0.961371961,0.021978022,0.978754579,0.978021978,0.977677843,0.95619583,0.990627138,0.989449297,0.962173309,0.978021978,0,0,0,0,0,0,41215,183750,52344,98.9010989,34.43223443,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
A,5,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,817,91,85,6,0,93.40659341,6.593406593,0,0.86981402,0.044859656,0.198443836,13.1684797,47.94716292,111.7337764,3237.200563,-3125.466786,1.227843697,35.57363256,-34.34578886,95.20166668,1.046172161,85.20401772,0.98245614,56,0.088235294,3,0.911764706,31,0.01754386,1,0.949152542,0.98245614,0.965517241,0.90598432,0.918214654,0.943489754,0.934065934,0.061735752,0.938264248,0.065934066,0.93430434,0.934065934,0.933599557,0.885751985,0.921495521,0.91458239,0.867626626,0.934065934,0.015,0,0.015625,0,15.625,0,40811,183750,52344,94.50549451,33.6996337,'Number of leaves: 9\nSize of the tree: 17\n',17,9,9
A,5,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,818,90,88,2,0,97.77777778,2.222222222,0,0.957406531,0.01838361,0.117307933,5.417712222,28.46848416,109.9297827,10.75364933,99.17613339,1.22144203,0.119484993,1.101957038,105.0067413,1.16674157,95.52164906,0.964912281,55,0,0,1,33,0.035087719,2,1,0.964912281,0.982142857,0.953820966,0.996278575,0.996162281,0.977777778,0.001874163,0.998125837,0.022222222,0.982716049,0.977777778,0.978968254,0.960737586,0.996706016,0.980285494,0.952380952,0.977777778,0,0,0,0,0,0,39599,183931,52163,97.77777778,33.33333333,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
A,5,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,818,90,89,1,0,98.88888889,1.111111111,0,0.978287093,0.011452937,0.084246022,3.375219292,20.44496457,109.9297827,6.725975756,103.203807,1.22144203,0.074733064,1.146708966,106.8474042,1.187193379,97.19604779,1,57,0,0,1,33,0,0,1,1,1,1,1,1,0.988888889,9.37E-04,0.999062918,0.011111111,0.990277778,0.988888889,0.989150327,0.986739522,0.99892382,0.987920875,0.97124183,0.988888889,0.019,0,0.015625,0,15.625,0,40003,183931,52163,98.88888889,33.33333333,'Number of leaves: 7\nSize of the tree: 13\n',13,7,7
A,6,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,817,91,89,2,0,97.8021978,2.197802198,0,0.956186808,0.016839697,0.120933211,4.943265796,29.21937248,111.7337764,1083.454835,-971.721059,1.227843697,11.90609709,-10.6782534,103.7078786,1.139647018,92.8169457,1,57,0.058823529,2,0.941176471,32,0,0,0.966101695,1,0.982758621,0.953557646,0.956398349,0.957924472,0.978021978,0.036845507,0.963154493,0.021978022,0.978766996,0.978021978,0.976379942,0.958238124,0.959868563,0.953575738,0.938697318,0.978021978,0,0,0,0,0,0,40407,183750,52344,97.8021978,33.33333333,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
A,6,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,817,91,89,2,0,97.8021978,2.197802198,0,0.95625,0.018314529,0.118945083,5.412253675,28.95549688,110.5866366,13.65246236,96.93417426,1.215237765,0.150027059,1.065210706,103.7764009,1.14040001,93.84171912,1,58,0.03030303,1,0.96969697,32,0,0,0.983050847,1,0.991452991,0.976351078,0.985109718,0.983343074,0.978021978,0.02022977,0.97977023,0.021978022,0.978208232,0.978021978,0.977961204,0.96534335,0.985750605,0.968098327,0.942996002,0.978021978,0,0,0,0,0,0,40811,183750,52344,97.8021978,33.33333333,'Number of leaves: 9\nSize of the tree: 17\n',17,9,9
A,6,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,817,91,90,1,0,98.9010989,1.098901099,0,0.978552911,0.011984845,0.082781511,3.541724926,20.15198716,110.5866366,5.931787095,104.6548495,1.215237765,0.065184474,1.150053291,107.5485779,1.181852504,97.25277949,0.982758621,57,0,0,1,33,0.017241379,1,1,0.982758621,0.991304348,0.976654471,0.998171369,0.998143236,0.989010989,9.16E-04,0.999084249,0.010989011,0.990384615,0.989010989,0.989329511,0.979722719,0.998376623,0.989201183,0.974879227,0.989010989,0.016,0,0.015625,0,15.625,0,39599,183750,52344,98.9010989,33.33333333,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
A,6,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.17733E+17,2.02E+07,817,91,90,1,0,98.9010989,1.098901099,0,0.978552911,0.010502693,0.083771419,3.103723935,20.39296613,110.5866366,6.586132705,104.0005039,1.215237765,0.072375085,1.14286268,107.8473143,1.185135322,97.52291741,0.982758621,57,0,0,1,33,0.017241379,1,1,0.982758621,0.991304348,0.976654471,0.998171369,0.998143236,0.989010989,9.16E-04,0.999084249,0.010989011,0.990384615,0.989010989,0.989329511,0.979722719,0.998376623,0.989201183,0.974879227,0.989010989,0,0,0,0,0,0,40003,183750,52344,98.9010989,33.33333333,'Number of leaves: 7\nSize of the tree: 13\n',13,7,7
